User review,Review date,Star review,Text length,Has media,Has answer,Written by bot
"Очень плохие фильтры,буквально каждый рвется по шву\nДаже если делать двойные,все равно не выдерживают и рвутся\nКатегорически не советую!",2024-08-18,1,136,0,1,0
Отлично,2024-09-01,5,7,0,1,0
"Хорошо фильтруют, кофе фильтр получается классный",2024-08-25,5,49,0,1,0
Удобно,2024-09-08,5,6,0,1,0
Фильтры хорошие. Размер совпадает с заявленным,2024-08-28,5,46,0,1,0
"Мне понравились. Свою функцию выполняют, запаха нет и цена хорошая",2024-08-05,5,66,0,1,0
"Ой ну не знаю, у кого там что разваливается, если все с умом делать, то они суперски упрощают  жизнь кофеварки и мне( что вымывать кофе не нужно), достал фильтр-выкинул в мусорку, было даже что забывала в спешке выкинуть фильтр и только к вечеру вспоминала, и он тоже не разваливается.акуратно подогнули швы, вставили в кофемашину и засыпали кофе, насильно его рвать и протыкать( проверяя на прочность)  не нужно.  У меня на этом все, всем спасибо, все свободны.бомбануло😅",2024-03-08,5,472,0,1,0
отличные фильтры. и не надо переплачивать. такие же как дорогие,2024-08-07,5,63,0,1,0
"Фильтры пришли в пленке, без дополнительной упаковки. К счастью, ничего не помялось и не порвалось. Жду доставку кофе, чтобы посмотреть на них в деле)",2022-07-17,5,150,1,1,0
"Хорошие пакеты , использую для кофеварки\nНе рвались",2024-08-19,5,51,0,1,0
Хорошие.,2024-02-08,5,8,1,1,0
"Хорошие фильтры, заказываю уже не в первый раз 👍 . Упаковка целая, сами фильтры внутри тоже были упакованы в плёнку. Спасибо продавцу и Вайлдберриз за быструю доставку!",2022-05-13,5,168,1,1,0
"Заказываю такие фильтры 2 раз, раньше брала 100 штук, сейчас решила заказать 200. Пришли быстро, упакованы в пластиковый пакет, раньше были в коробке, на качество фильтров не влияет. Спасибо, будем пить вкусные кофе и чай",2024-05-11,5,221,0,1,0
"Пакеты плотные, для моей маленькой кофемашины большие. Но качественные 👍",2024-07-28,5,72,0,1,0
На свою кофеварку фильтр подрезаю по высоте. Остальное норм👍,2022-02-26,5,60,1,1,0
Всё пришло в целости. Продавца рекомендую.,2024-08-30,5,42,0,1,0
Нормальный Осадка в кофе нет.Мге нравится,2024-08-30,5,41,0,1,0
"Фильтры хорошие. Если не в машину, - то помол должен быть по крупней. Упор нужен.",2024-07-19,5,81,0,1,0
"Отличные фильтры. Без фирменной упаковки, надо придумать как хранить . Зато цена- качество- количество- отлично! 100 шт за 190₽",2024-06-19,5,127,0,1,0
"Фильтры хорошие. А вот упаковка мятая, рваная. сколько уже негативных отзывов и претензий у покупателей к упаковкам, вообще в службе доставки как-нибудь обращают внимание на это?",2022-03-09,5,178,1,1,0
"Используем в кофеварке Tefal, всё отлично.",2024-08-27,5,42,0,1,0
"Очень удобные пакеты\nХорошо ложиться в форму. Плотные,качественные. Брала 2-й раз. Рекомендую.",2024-07-08,5,94,0,1,0
"Беру эти фильтра не первый раз, и ещё возму.",2024-08-25,5,44,0,1,0
Огромное кол-во брака. Рвутся один за другим . Некоторые уже с дырками.,2023-09-01,1,71,1,1,0
"Покупала для кофеварки, которой полтзуетс свекровь. Она осталась довольна. До этого подобные фильтры ей привозили из Германии. Это вполне хороши",2024-06-07,5,144,0,1,0
"Не вскрывала. Уверена, что все в норме",2023-07-14,5,38,1,1,0
"Очень полезная штука,кофеварка всегда чистая и нет проблем как высыпаться гущу!!!",2024-07-16,5,81,0,1,0
"Большие, как раз для капельной кофеварки. Хорошее качество",2024-08-07,5,58,0,1,0
"Упаковано отлично,но сами фильтры очень тонкие и с дырками",2023-09-29,1,58,1,1,0
"Что надо,кж дешевле, чем в магазине, и не хуже Германии",2024-08-09,5,55,0,1,0
"По качеству ничем не отличается от более дорогих. Даже есть плюс, отдельно упакованы в пакет. Все хорошо, спасибо продавцу ✌️",2022-08-27,5,125,1,1,0
"Беру не первый раз, нравится что в кофе благодаря им нет мелкой взвеси.",2024-07-24,5,71,0,1,0
"Качество ужасное, сразу порвалось. Туалетная бумуга и то крепче. \nК сожалению пришлось выбросить вместе с порцией очень качественного и дорогого кофе, что в двойне обидно. Деньги на ветер, вся упаковка в мусорке.",2024-07-10,1,212,0,1,0
Говно. Проклеены отвратительно.  прорываются при первом же наливе воды .,2023-08-21,1,72,1,1,0
"Разваливается при контакте с кипятком. Как такое г***но можно за деньги продавать, вообще не куда не годится. Я в таком разочаровании.",2024-08-07,1,134,0,1,0
"Фильтры хорошие, рекомендую к покупке.",2024-08-28,5,38,0,1,0
"качество хорошее, плюс экономия за количество",2024-08-19,5,45,0,1,0
"Хорошие фильтры, но кладу их в сито потому что рвутся.",2024-08-08,5,54,0,1,0
Отлично подошли на капельную кофеварку браун,2024-08-19,5,44,0,1,0
Отличные фильтры. беру не в первый раз.,2024-08-26,5,39,0,1,0
"Хорошие фильтры! Спасибо, что удешевили товар за счёт упаковки!",2024-07-29,5,63,0,1,0
"давно мечтала о таких, что бы не засорять кофейной гущей мойку!!",2024-07-28,5,64,0,1,0
"На вид все хорошо. Ещё не использовали. Но, думаю, проблем не будет. Благодарю за доставку и упаковка.",2024-06-26,5,102,0,1,0
"Очень нравятся эти фильтры, заказываю не первый раз. Спасибо продавцу.",2024-07-22,5,70,0,1,0
Отличные пакеты для любимого кофейка🤟👍👍👍😁,2022-07-13,5,41,1,1,0
Спасибо берём не первый и надеюсь не последний раз,2024-08-11,5,50,0,1,0
"Плотные, не рвутся, а главное кофеварка всегда чистая!!! Спасибо за товар! Рекомендую 100%",2024-07-03,5,90,0,1,0
"Хорошо упакованы, запаха нет, никакого привкуса кофе не дают",2024-07-29,5,60,0,1,0
"Заменил обычный фильтр в кофеварке на бумажный, вкус кофе улучшился.",2024-07-21,5,68,0,1,0
"Обычные фильтра. Все норм. Но запоковывать стали, просто ужасно, в обычном прозрачном пакете",2024-07-01,5,92,0,1,0
"Не первый раз покупаю такие фильтры, к их качеству вопросов нет, но коробки пришли помятые и при целой внешней пленке внутри была продырявленная коробка, неприятно",2022-02-07,5,163,1,1,0
"Я понимаю что это не герметичный продукт😡но пинать ногами покупку это слишком😡я конечно выкупила, так это себе брала! А если бы заказывала на подарок? Вся пробита, порванная😡",2022-08-21,3,174,1,1,0
"Не первый раз покупаю, для кофеварки отличные фильтр- пакеты. Рекомендую!",2024-07-16,5,73,0,1,0
"Фильтры хорошие. Чтобы фильтр не рвался, его 3 края надо  загнуть на 1 см и больше, соответственно  вашей воронке. Таким образом швы будут зафиксированы и ничего не прольется. Пришла к этому методом проб и ошибок)",2024-04-30,5,213,0,1,0
"Крепкие не рвутся, когда достаешь.",2024-08-31,5,34,0,1,0
"Хорошие фильтры для кофе. Бумага  прочная, не расползается. Воду пропускает хорошо.",2024-07-08,5,83,0,1,0
"Увы, первый раз брал всё было нормально, а сейчас взял и проблемы с фильтрацией. Вторая половина жидкости уже не проходит, фильтр забивается. Мелю также, зерна те же. В чем дело непонятно. Попробую другие. Но первый раз всё было нормально ни единого сбоя со всеми 100 штуками. Непонятно.",2024-06-13,1,287,0,1,0
"Если заливаешь кипяток- рвутся сразу, надо градусов 80",2024-08-03,5,54,0,1,0
Все норм только размер великоват но это не критично обрезала и все ничего не рвется,2024-08-31,4,83,0,1,0
"Без упаковки, просто в пленку запаяны. Если сравнить с предыдущими, но другого бренда эти фильтруют гораздо дольше. 5 звезд только за цену, брал в коллектив на работу, там главный критерий - цена. Себе лучше другой вариант подыскать, с этим долго ждать фильтрацию кофе, неудобно",2024-04-04,5,278,0,1,0
Норм,2024-09-13,5,4,0,1,0
Хорошие фильтры. Мне для капельной кофеварки в самый раз.,2024-07-29,5,57,0,1,0
Отличные фильтра кофе варится без осадка,2024-08-20,5,40,0,1,0
"Рвутся моментально, и без кофе и с ним. Пробовала 5 раз - результат один. Не рекомендую к покупке",2024-08-20,1,97,0,1,0
"Отличные фильтры,для кофеварки подходят Плотные.Из минусов,только неудобная упаковка.",2024-07-02,5,85,0,1,0
"Очень низкое качество товара, каждый фильтр рвется при заваривании и весь молотый кофе оказывается в кружке",2024-08-14,1,107,0,1,0
"Очень удобные фильтры, ничего не пропускают, теперь можно наслаждаться утренним кофе.",2024-07-02,5,85,0,1,0
"Первый раз столкнулась с тем, что вода задерживается в фильтре после окончания кипения🤔...приходиться ждать, пока вся дофильтруется. В остальном все нормально.",2024-07-19,4,159,0,1,0
"Соответствует описанию, быстрая доставка 👍🏻",2023-05-15,5,43,1,1,0
"Использую в воронке в кофеварке, целые, не рвутся, все нормально.",2024-07-18,5,65,0,1,0
Хорошие пакетики. Цена - качество соответствует. Буду заказывать еще,2024-07-16,5,68,0,1,0
"Хорошие фильтры, беру уже не первый раз. Цена прекрасная.",2024-07-26,5,57,0,1,0
"Пришли фильтры быстро, помятая упаковка! Сами фильтры отличные",2022-08-30,5,62,1,1,0
Отличные фильтры для кофемашины по хорошей цене!!!,2024-08-03,5,50,0,1,0
"Фильтры рвутся прямо в чашке, несколько раз попробовала и бросила это дело. Может, я что-то не так делаю, но смотрю, очень много плохих отзывов.",2024-07-25,1,144,0,1,0
"Ну, фильтры, как фильтры. Хорошие. Я вот всё думаю, и как же я раньше без них жила😂",2024-07-02,5,83,0,1,0
"Фильтры хорошего качества, несмотря на некоторые негативные комментарии. Просто подгибаю запаянный край, ни одного порванного фильтра",2024-05-28,5,133,0,1,0
"Всё отлично 👍 быстро, упаковка целая.",2023-02-14,5,37,1,1,0
Покупаю эти фильтры уже второй раз. Очень хорошие. Отменное качество.,2024-07-12,5,69,0,1,0
Всё соответствует описанию.,2023-08-01,5,27,1,1,0
"Открыла упаковку: первые два фильтра были нормальные, потом один за другим начали рваться.",2024-08-20,1,90,0,1,0
Пять фильтров подряд расклеились по швам при первом же проливе,2023-02-17,1,62,1,1,0
"В пакете, без коробки. Эти фильтры уже брали, поэтому проверено",2024-07-16,5,63,0,1,0
"300 штук за 460 руб очень достойная цена. Фильтры хорошие, но сейчас цена выросла очень, за такие деньги конечно уже бы не купила их",2022-03-19,5,132,1,1,0
Заказываю уже второй раз Всё хорошо,2024-08-21,5,35,0,1,0
"Качество, конечно, соответствует цене) бумага не такая гладкая, швы с большим отступом и кучу мусора надо обтряхнуть сначала) но так как цена невысокая, то можно и потерпеть такие неудобства, поэтому не буду снижать рейтинг, но коробочку уж можно простенькую приобрести, а то в пакетике как-то не очень культурно",2024-03-14,5,312,0,1,0
"Отличные фильтры! Раньше брала их в коробке, ее (коробку), приходилось сразу утилизировать! А сейчас и по цене устраивает и качество!!!",2024-05-24,5,135,0,1,0
"Пришло быстро, упаковка целая. В использовании тоже вроде неплохо.",2022-07-03,5,66,1,1,0
"Молодцы, доставка как обещали,всё подошло.",2022-12-21,5,42,1,1,0
В этот раз оказались плохие. При использовании расклеивается нижняя часть. При чем каждый! То есть свою функцию фильтра не выполняют. Всё  протекает в дырку. Не фильтруется!  !,2022-12-12,1,176,1,1,0
Отличный фильтр. Каждое утро радует бодрящий кофе,2024-07-31,5,49,0,1,0
Хорошие фильтры. Не разваливается при варки кофе.,2024-07-30,5,49,0,1,0
"За целый час нацедила только полстакана, кофе остыл. Пакетики безбожно рвуться, шов расходится, ничего не получается",2024-08-01,1,116,0,1,0
Хорошее качество и быстро доставили!,2024-08-16,5,36,0,1,0
"Пользуюсь бумажными фильтрами давно и качество этих очень понравилось. Брала по хорошей скидке. Рекомендую брать упаковки по 3 штуки, чем одну, выгоднее получается. Все пришло хорошо и надежно упаковано. Продавца рекомендую",2024-04-07,5,223,0,1,0
Фильтры хорошие. Пользуемся постоянно.,2024-08-12,5,38,0,1,0
"Хорошие фильтры, не раскисают, рекомендую",2024-08-07,5,41,0,1,0
Когда товар затянут в целофан- это очень приятно. Не разорвется по пути и не испачкается. Спасибо  за заботу о покупателях!,2022-03-09,5,123,1,1,0
"Отличные фильтры для кофеварки, абсолютно то, что нужно по внятной цене.",2024-07-01,5,72,0,1,0
Качественные фильтры. Рекомендую.,2024-08-19,5,33,0,1,0
Всё пришло целое. В деле не пробовала.,2023-05-07,5,38,1,1,0
"Заказываю второй раз, в ближайших магазинах не найти. Так, что мне очень хорошо. Велдбириес напротив моего дома и искать не нужно.",2024-05-20,5,130,0,1,0
Фильтры хорошие берём не первый раз,2024-08-15,5,35,0,1,0
Отсутствие заводской упаковки напрягает. Если бы не необходимость - не взяла. Причем брала уже эту же позицию и все было нормально. А в этот раз отсутствовала внешняя заводская упаковка. Возможно это косяк валдберис,2024-06-18,3,215,0,1,0
"Простая бумага, рвутся от соприкосновения с водой) Возьмите простую салфетку и попробуйте использовать ее как фильтр - получится эффект будто вы купили этот фильтр) Посмотрите фото других людей и не берите эти «фильтры», все кофе в кружке остается, а не в якобы «фильтре») Купил эту пачку, сразу после 4го порванного фильтра подряд выкинул всю пачку (:",2024-05-10,1,352,0,1,0
"Фильтры использую в капельной кофеварке, не рвутся, запаха постороннего нет.",2024-06-26,5,76,0,1,0
"Заказываю второй раз. Первый раз приходили в коробке. Хорошего качества. Второй раз пришли в пакете. Качество отвратительное. Бумага в полтора раза толще, а толку никакого. Кофе получается мутный, да еще и осадок в чашке остается. Фильтр забивается, 1/3 часть не вытекает вообще, оставаясь в фильтре. На фото предыдущих отзывах это видно.",2024-05-14,1,338,0,1,0
Хоторошие,2023-08-08,5,9,1,1,0
"Ужасные фильтры. Уже несколько лет пользуюсь кофеваркой, но такого не встречала! Они не пропускают воду, забиваются, вода вытекает через края. В итоге гранулы кофе в самой чаше, кофе невозможно комфортно приготовить, все льётся и вытекает. Так и кофеварка сломаться и засорится может. Использовала их 3 раза и больше не буду. Хочу вернуть товар. Такое ощущение, что они сделаны из какой то «полиэтиленовой» бумаги. Не покупайте.",2024-04-23,1,428,0,1,0
Хорошие фильтры. Беру не первый раз.,2024-08-12,5,36,0,1,0
Все отлично.Ровно 100 шт.Быстрая доставка порадовала.,2024-07-19,5,53,0,1,0
"Фильтры хорошие, подошли! Товар пришёл целый, без замечаний!",2022-06-19,5,60,1,1,0
"Как обычно всё хорошо. Фильтры качественные, крепкие, без вкуса и запаха. Берём постоянно - цена приемлемая",2024-05-31,5,107,0,1,0
"Фильтры прислали без коробки! Просто в прозрачной упаковке, да еще и она была рваная! Конечно отказ!",2024-08-06,3,100,0,1,0
"Товар пришёл во время.\nНо только я заказывала номер 2, а прислали 4.\nПридётся вырезать.",2024-08-12,4,87,0,1,0
Ровно через один фильтры расклеиваются.,2023-09-30,3,39,1,1,0
фильтры пришли в порядке!,2023-07-14,5,25,1,1,0
"Сначала грешила на себя, но 6/6 порвались, когда доставала из кружки. Все оасклетлись в одном и том же месте и кофе осталось на дне, делала все по инструкции.",2024-07-05,1,158,0,1,0
"Шикарные фильтры, очень довольна, рекомендую",2024-07-29,5,44,0,1,0
"Хорошие, брал для самогона, сомсвоей функцией справляются👍🏼",2024-07-10,5,59,0,1,0
Качественные фильтры за небольшие деньги.,2024-08-01,5,41,0,1,0
Пакеты отличного качества. Спасибо !,2023-05-01,5,36,1,1,0
"Это ужасно. Если бы была оценка - 10000, это была бы она. Сделала все по инструкции, рвётся пакет на шве. Думаю, брак. Сделала еще 5, всё брак. Достала из середины ещё 7, РВУТСЯ!! Ужасные просто. И много кто пишет это же. Верьте комментариям, не покупайте фигню. Зла до невозможности.",2024-05-21,1,284,0,1,0
"Отличные фильтры, запаяны в пакет, зачем всем нужна коробка, её всё равно только выкинуть. А фильтры отличные, по цене и по качеству (у меня капельная кофеварка)",2024-04-25,5,161,0,1,0
"Хорошие фильтры, всегда ими пользуюсь.",2024-08-05,5,38,0,1,0
Адекватная цена. Нормальное качество. Веус кофе не искажает,2024-07-09,5,59,0,1,0
"Нижний шов расклеивается. И такая печаль случалась не только у меня. В отзывах много таких случаев. Производителям и продавцам: надо не просто в технологический отдел отправлять комментарии пользователей, а реально разобраться в чем дело. Репутацию потерять можете.",2024-05-27,1,265,0,1,0
"фильтры хорошие, цена устраивает",2024-08-16,5,32,0,1,0
Хорошие. Не разваливаются.,2024-08-27,5,26,0,1,0
Отлично подошли для капельной кофеварки,2024-08-03,5,39,0,1,0
"Хорошие фильтры, не рвутся в кофемашине",2024-08-04,5,39,0,1,0
Хорошие фтльтр-пакеты. Рекомендую,2024-08-14,5,33,0,1,0
"Товар совершенно не соответствует своим заявленным характеристикам, промокает и весь кофе вываливается, пробовали и два и три пакета вставлять, один хрен, все промокает,деньги на ветер, никому не посоветую.",2024-06-13,1,206,0,1,0
"Фильтры пришли в простом пакете, возникает вопрос как их хранить(нужно отдельно покупать какую то коробочку). В сравнении с аналогичными товарами других фирм, эти фильтры очень жёсткие и плотные (не знаю хорошо это или плохо). Мне не очень понравились.",2024-05-30,3,252,0,1,0
Товар доставлен быстро. Упакован полностью. Спасибо!,2022-07-26,5,52,1,1,0
Фильтры очень хорошие!!!,2024-09-01,5,24,0,1,0
"Заказываю эти фильтры для кофе постоянно. Спасибо, качество хорошее",2024-06-28,5,67,0,1,0
Всё хорошо. Упаковано надежно. Рекомендую,2024-07-31,5,41,0,1,0
"Фильтры хорошие. С функцией своей справляются. На наш фильтр немного большие, но ножницами пользоваться умеем😃😃",2024-05-23,5,111,0,1,0
Заказываю второй раз уже все хорошо,2024-08-09,5,35,0,1,0
"хорошие фильтры,беру не первый раз.",2024-08-08,5,35,0,1,0
"Большие, может для кофемашин хорошо подходят, но кофе из турки через них не налить, рвутся(",2022-06-18,5,91,1,1,0
Качество оставляет желать лучшего. Каждый пятый фильтр разваливается и приходится использовать второй фильтр.,2024-07-25,3,109,0,1,0
"Заказывала раньше и приходили отличные фильтры. В этот раз пришло без коробки фирменной, просто в пакете и размер меньше и качество ужасное, вся машинка в кофе :(((",2024-06-28,1,164,0,1,0
Очень долго фильтруется кофе а чуть тронешь сразу рвутся! Не советую,2024-08-23,1,68,0,1,0
Постоянно рвутся фильтра\nИз 10 5 точно\nЭто при использовании воронки,2024-08-23,1,68,0,1,0
"Отличные фильтры, доставка быстрая, цена адекватная, спасибо!",2024-07-03,5,61,0,1,0
Качественные фильтры по хорошей цене. Покупаю  регулярно,2024-07-09,5,56,0,1,0
"Беру их не в первый раз. Не разваливаются, не меняют вкус кофе. Очень качественные фильтры)",2024-06-03,5,91,0,1,0
Во время варки пакет рвется на месте шва. Товар плохого качества. Советую не тратить деньги. Товар отстой.,2024-07-24,1,106,0,1,0
"Крепкие, хорошего качества.",2024-08-21,5,27,0,1,0
"Плохо пропускают воду, а намокнув, тупо внизу развалился и весь осадок упал в кружку. 200р выкинутые впустую.",2024-07-22,1,109,0,1,0
"Берем для кофеварки только их. Надежные, прочные.",2024-07-16,5,49,0,1,0
Отличные фильтры нам всё понравилось,2024-08-03,5,36,0,1,0
"отличные фильтры, рекомендую",2024-08-19,5,28,0,1,0
"Коробкой играли в футбол) брала для воронки-пуровера. Когда начала вытаскивать фильтр дно у него порвалось. В итоге пришлось выпить полстакана кофе, т к гущи было очень много.",2022-09-09,4,175,1,1,0
"Хорошие фильтры, без дырок",2024-08-22,5,26,0,1,0
"Хорошие, большие, не отбеленные фильтры. При использовании не рвутся.",2024-06-21,5,69,0,1,0
"Отличные фильтры. Не рвутся, со своей функцией справляются отлично",2024-06-24,5,66,0,1,0
"Уже второй фильтр рвется при наливании кофе. Просто «дно» расходится по швам,хотя в сухом виде очень добротно все выглядит.",2024-05-10,5,123,0,1,0
Отличные. По размеру подошли.,2024-08-15,5,29,0,1,0
"Нормальные недорогие фильтры. Для капельной кофеварки редмонд подошли отлично (не рвутся, воду не задерживают)",2024-05-17,5,110,0,1,0
"Хорошие фильтры, не рвутся.",2024-08-19,5,27,0,1,0
"Для дома думаю подходит,кто не так критичен к завариванию напитка по всем стандартам.\n\nНемного есть запах бумаги",2024-07-20,3,112,0,1,0
"Пришли быстро, притензий нет. Пользуюсь постоянно, но эти ещё не открывала.",2022-08-16,5,75,1,1,0
"бумага очень  плотная ,не пропускает даже чистую воду,одним словом БРАК.",2024-08-16,3,72,0,1,0
Тема для фильтрации самогона,2024-08-16,5,28,0,1,0
"Хорошие, но для моей кофеварки нужны меньше.",2022-08-17,5,44,1,1,0
"Качественная бумага, при заваривании не оставляет посторонних запахов. Фильтры по размеру удобны в использовании. ",2021-11-05,5,114,1,1,0
"Отличные фильтры, использую в кофеварке на работе, что бы каждый раз не мыть многоразовый фильтр. Свою функцию выполняют",2024-05-09,5,120,0,1,0
Они действительно работают! Чистый кофе! Спасибо!,2024-07-11,5,49,0,1,0
"Очень удобный в использовании, благодарю",2024-07-24,5,40,0,1,0
"Спасибо, отличные фильтры.",2024-08-20,5,26,0,1,0
"Беру постоянно, качество нравится , рекомендую",2024-07-15,5,46,0,1,0
Самые лучшие фильтры для кофеварки,2024-08-04,5,34,0,1,0
"Хорошие фильтры, достаточно плотные для заваривания кофе по цене ниже, чем в магазинах",2022-05-21,5,86,1,1,0
Фильтры меня полностью устроили.,2024-08-06,5,32,0,1,0
"Спасибо за хорошие фильтры, беру не в первый раз.",2024-07-10,5,49,0,1,0
"Вообще таким товаром не имеют право торговать. Нет информации о производителей, стране происхождения и составе товара. Ни одного опозновательного знака на упаковке\nОщущение, что сделано гараже у дома. Даже бумага с вкраплениями непонятного цвета\nОчень пожалела, что перед покупкой не почитала отзывы.\nНе советую. Покупать у этого продавца больше не буду",2024-04-21,1,353,0,1,0
"Купила для фильтрации кофе, сваренного в турке. Не пропускают жидкость в чашку, а просто рвутся на дне.",2024-07-21,1,103,0,1,0
"Беру не первый раз, нормальные",2024-08-09,5,30,0,1,0
Все супер. Спасибо!,2023-04-18,5,19,1,1,0
"Или мы тупые и ничего не поняли в использовании, или они реально не некачественные, сразу рвутся",2024-07-23,4,96,0,1,0
Хорошие фильтры для кофе и для чая. Рекомендую к покупке.,2024-06-28,5,57,0,1,0
Замечательные фильтры. Чистейшая очистка напитка. Использую с воронкой.,2022-08-07,5,71,1,1,0
Хорошего качества. Рекомендую.,2024-08-08,5,30,0,1,0
"Хорошие фильтры, спасибо",2024-08-22,5,24,0,1,0
"Доставка быстрая, коробочка немного мятая, но это не страшно, фильтры отличные!",2022-06-09,5,79,1,1,0
"Фильтры хорошего качества, но пришли упакованы без твердой коробки, поэтому  снимаю звезду.",2024-07-25,4,91,0,1,0
"Хорошие,беру не в первый раз",2024-08-11,5,28,0,1,0
Отличные фильтры! Аккуратно упакованы. Внутри также в прозрачной запаянной плёнке были.,2022-04-08,5,87,1,1,0
Швы расходятся от кипятка даже при использовании воронки,2024-08-23,4,56,0,1,0
"Фильтры хорошие, хотя и без коробки",2024-07-29,5,35,0,1,0
Хорошие фильтры. Покупайте - не пожалеете,2024-07-19,5,41,0,1,0
Не рекомендую,2024-01-08,1,13,1,1,0
"Спасибо за быструю доставку. Отличные, плотные фильтры за копеечную стоимость )",2024-06-03,5,79,0,1,0
"Очень мне понравились, не рвутся(даже если я забыла в кофемашине)подходит для моей филипс.",2024-05-23,5,90,0,1,0
"Отличные фильтры, за супер цену. Пишут, что расклеиваются и сыпятся. Сомневалась. А по факту, тоже хорошее качество, что и за более высокую цену брала. Берите, не сомневайтесь.",2024-03-29,5,176,0,1,0
Для капельной подошли отлично.,2024-08-06,5,30,0,1,0
Хорошие фильтры только надо не переусердствовать дно можно порваться,2024-06-12,5,68,0,1,0
Отличные фильтры для капельной кофеварки. Рекомендую!,2024-06-29,5,53,0,1,0
Быстрая доставка. Хороший товар. Рекомендую,2022-07-06,5,43,1,1,0
"Здравствуйте, люблю неотбеленные фильтры, первый раз беру товар данной фирмы, надеюсь на хорошее качество, только размер нужен 2",2024-06-29,4,128,0,1,0
Выдерживают фильтры 3-4 заварки. Беру не первый раз,2024-07-01,5,51,0,1,0
"Прекрасные, плотные, цена вкусная, упакован в пакет целофановый, без коробки и прекрасно дооетели до Владивостока",2024-05-04,5,113,0,1,0
"Хорошие, без нареканий!",2024-08-19,5,23,0,1,0
"Очень хорошие,не рвутся.",2024-08-16,5,24,0,1,0
"Беру второй раз. Если использовать правильно, то ничего не рвётся. Я довольна. Спасибо.",2024-05-22,5,87,0,1,0
Нормальные фильтры. Дефектов не обнаружила,2024-07-13,5,42,0,1,0
Для кофеварки хорошо,2024-08-25,5,20,0,1,0
"Хорошие фильтры, свою функцию выполняют на отлично",2024-06-30,5,50,0,1,0
"Отличные фильтры, не меняют вкус кофе. Покупаю уже второй раз.",2024-06-14,5,62,0,1,0
Отличные фильтры! Рекомендую))),2024-07-30,5,31,0,1,0
"Пришли без коробки, в пакете, очень плотные . За такую цену считаю нормально.",2024-05-28,5,77,0,1,0
"Отличные, давно искала, спасибо.",2024-07-27,5,32,0,1,0
"Все отлично, хорошо упакованы! Благодарю!",2024-07-09,5,41,0,1,0
Отличные фильтры. Использую в капельной кофемашине.,2024-06-24,5,51,0,1,0
"Фильтры обычные, но почему-то без коробочку. Просто затянуты целлофаном.",2024-07-30,4,72,0,1,0
"для капельной кофеварки самое оно, подвернул по шву и ничего не расклеивается",2024-05-26,5,77,0,1,0
"Фильм пакеты подошли, всё хорошо.",2024-07-23,5,33,0,1,0
Хорошо упаковано. Все целое. Покупкой довольна. Спасибо ❤,2022-08-21,5,57,1,1,0
"Покупаю второй раз. Обычно не рвутся, осадок не оставляют. Желательно подворачивать снизу, чтобы наверняка. А так прекрасные фильтры, очень удобная вещь.",2024-03-29,5,153,0,1,0
Пока не пользовались. Но упаковано хорошо.,2022-12-12,5,42,1,1,0
Обычные фильтры по хорошей цене,2024-07-26,5,31,0,1,0
"Хорошие, без нареканий.",2024-08-13,5,23,0,1,0
"Заказываю их уже второй раз. Всё нрав, всё подходит, но почему-то пришли без коробки, только в плотном пакетике... Не стала снимать звезду",2024-04-06,5,138,0,1,0
"По качеству не могу сказать, вернули из-за большого размера, на первый взгляд были не плохие. Упакованы в целофан.",2024-04-22,5,114,0,1,0
"Хорошие фильтры. Функцию свою выполняют, не разваливаются.",2024-06-12,5,58,0,1,0
"Фильтры большие, они на 4 чашки! Приходится прилично обрезать. Слева на фото обрезан и он в кофеварки на 2 чашки.",2022-02-12,4,113,1,1,0
Пользуюсь фильтрами постоянно. Очень довольна и качеством и особенно быстрой дочтавкой. Спасибо всем на пункте выдачи товара.,2024-04-12,5,125,0,1,0
"Хорошие пакеты, давно пользуюсь. Пришли быстро)",2022-01-26,5,47,1,1,0
Удовлетворили полностью!,2024-08-08,5,24,0,1,0
"Пришли без коробки, в прозрачном гермитичном пакете",2024-06-19,5,51,0,1,0
Отличные,2023-10-19,5,8,1,1,0
"Хорошие фильтры, размокания не наблюдается, поток кипятка держат. Использую в капельной кофеварке.",2024-04-30,5,98,0,1,0
"Купила не читая отзывы, а зря) фильтр,  действительно, распадается, как только на него попадает вода!",2024-07-04,3,101,0,1,0
Отличные фильтры. Упаковка целая пришла. Рекомендую.,2022-08-31,5,52,1,1,0
"нет никакой информации по фильтрам?! чье производство? не в упаковке, а просто запаены в прозрачный пакет?! такого никогда не было. А можно их вообще использовать?",2024-03-17,5,163,0,1,0
Нормальные фильтры,2024-08-23,5,18,0,1,0
"Отличные фильтры за свою цену.пришли просто в пакетике, без коробки. Переложила в коробку, которая была в меня дома. Не проблема, но имейте в виду кто будет покупать",2024-03-16,5,165,0,1,0
Для данной кофемашины пошли идеально ,2022-06-06,5,37,1,1,0
Удобны для заваривания чая в капельной кофеварке,2024-06-21,5,48,0,1,0
"Отличные фильтры. Упаковка целая, не мятая. Респект продавцу!!!",2022-05-21,5,63,1,1,0
"Фильтры пришли без коробки. Окей, вы пишете, что это для экономии и как следствие -  снижения цены. \nНо установить, какие именно фильтры пришли, не представляется возможным.. \nВнутри даже через пленку виден мелкий мусор из бумажных волокон. \nНу и, для сравнения, внешний вид фильтров ""той же"" марки от другого поставщика.",2024-04-05,3,321,0,0,0
Мне понравились так удобно выкинул и мыть не надо корзиночку,2024-06-06,5,60,0,1,0
